GeoFIPS,GeoName,GDP,year
02230,"Skagway Municipality, AK*",77955,2022
02232,"Skagway-Hoonah-Angoon Census Area, AK*",(NA),2022
02240,"Southeast Fairbanks Census Area, AK",673093,2022
02261,"Valdez-Cordova Census Area, AK*",(NA),2022
02275,"Wrangell City and Borough, AK*",86818,2022
02280,"Wrangell-Petersburg Census Area, AK*",(NA),2022
02282,"Yakutat City and Borough, AK*",39474,2022
02290,"Yukon-Koyukuk Census Area, AK",294849,2022
04001,"Apache, AZ",2349310,2022
04003,"Cochise, AZ",5046654,2022
04005,"Coconino, AZ",7767613,2022
04007,"Gila, AZ",1759262,2022
04009,"Graham, AZ",1247525,2022
04011,"Greenlee, AZ",1517388,2022
04012,"La Paz, AZ",710572,2022
04013,"Maricopa, AZ",305404414,2022
04015,"Mohave, AZ",6676731,2022
04017,"Navajo, AZ",2941501,2022
04019,"Pima, AZ",49546263,2022
04021,"Pinal, AZ",10591907,2022
04023,"Santa Cruz, AZ",2039172,2022
04025,"Yavapai, AZ",8146124,2022
04027,"Yuma, AZ",8198536,2022
05001,"Arkansas, AR",1060273,2022
05003,"Ashley, AR",796291,2022
05005,"Baxter, AR",1704065,2022
05007,"Benton, AR",19004426,2022
05009,"Boone, AR",1421937,2022
05011,"Bradley, AR",326018,2022
05013,"Calhoun, AR",329126,2022
05015,"Carroll, AR",977665,2022
05017,"Chicot, AR",260477,2022
05019,"Clark, AR",741259,2022
05021,"Clay, AR",340434,2022
05023,"Cleburne, AR",648308,2022
05025,"Cleveland, AR",158466,2022
05027,"Columbia, AR",974357,2022
05029,"Conway, AR",755664,2022
05031,"Craighead, AR",5406653,2022
05033,"Crawford, AR",1715929,2022
05035,"Crittenden, AR",1714499,2022
05037,"Cross, AR",447979,2022
05039,"Dallas, AR",227985,2022
05041,"Desha, AR",527637,2022
05043,"Drew, AR",594680,2022
05045,"Faulkner, AR",4212259,2022
05047,"Franklin, AR",473504,2022
05049,"Fulton, AR",202630,2022
05051,"Garland, AR",3559755,2022
05053,"Grant, AR",437561,2022
05055,"Greene, AR",1457884,2022
05057,"Hempstead, AR",1016317,2022
05059,"Hot Spring, AR",1151952,2022
05061,"Howard, AR",661815,2022
05063,"Independence, AR",1902752,2022
05065,"Izard, AR",292281,2022
05067,"Jackson, AR",711143,2022
05069,"Jefferson, AR",2880434,2022
05071,"Johnson, AR",737570,2022
05073,"Lafayette, AR",146624,2022
05075,"Lawrence, AR",432111,2022
05077,"Lee, AR",174379,2022
05079,"Lincoln, AR",259780,2022
05081,"Little River, AR",510571,2022
05083,"Logan, AR",513054,2022
05085,"Lonoke, AR",1465556,2022
05087,"Madison, AR",491727,2022
05089,"Marion, AR",606923,2022
05091,"Miller, AR",1294510,2022
05093,"Mississippi, AR",3355787,2022
05095,"Monroe, AR",187789,2022
05097,"Montgomery, AR",149944,2022
05099,"Nevada, AR",230928,2022
05101,"Newton, AR",99962,2022
05103,"Ouachita, AR",650493,2022
05105,"Perry, AR",188407,2022
05107,"Phillips, AR",521960,2022
05109,"Pike, AR",280247,2022
05111,"Poinsett, AR",617670,2022
05113,"Polk, AR",592085,2022
05115,"Pope, AR",2925670,2022
05117,"Prairie, AR",184266,2022
05119,"Pulaski, AR",30696417,2022
05121,"Randolph, AR",518279,2022
05123,"St. Francis, AR",703512,2022
05125,"Saline, AR",2908290,2022
05127,"Scott, AR",354575,2022
05129,"Searcy, AR",185987,2022
05131,"Sebastian, AR",6992743,2022
05133,"Sevier, AR",539837,2022
05135,"Sharp, AR",404800,2022
05137,"Stone, AR",261620,2022
05139,"Union, AR",2532849,2022
05141,"Van Buren, AR",369776,2022
05143,"Washington, AR",13322779,2022
05145,"White, AR",2378183,2022
05147,"Woodruff, AR",238754,2022
05149,"Yell, AR",671029,2022
06001,"Alameda, CA",148762514,2022
06003,"Alpine, CA",102892,2022
06005,"Amador, CA",1599691,2022
06007,"Butte, CA",8934657,2022
06009,"Calaveras, CA",1377433,2022
06011,"Colusa, CA",1486297,2022
06013,"Contra Costa, CA",75553609,2022
06015,"Del Norte, CA",815386,2022
06017,"El Dorado, CA",8313781,2022
06019,"Fresno, CA",46092506,2022
06021,"Glenn, CA",1057117,2022
06023,"Humboldt, CA",5642946,2022
06025,"Imperial, CA",9068820,2022
06027,"Inyo, CA",1085919,2022
06029,"Kern, CA",44445346,2022
06031,"Kings, CA",6820750,2022
06033,"Lake, CA",1893379,2022
06035,"Lassen, CA",1123777,2022
06037,"Los Angeles, CA",785175539,2022
06039,"Madera, CA",5998770,2022
06041,"Marin, CA",29274868,2022
06043,"Mariposa, CA",707862,2022
06045,"Mendocino, CA",3479820,2022
06047,"Merced, CA",9486778,2022
06049,"Modoc, CA",477083,2022
06051,"Mono, CA",1082296,2022
06053,"Monterey, CA",28005898,2022
06055,"Napa, CA",10970744,2022
06057,"Nevada, CA",4613757,2022
06059,"Orange, CA",270055508,2022
06061,"Placer, CA",26515618,2022
06063,"Plumas, CA",914609,2022
06065,"Riverside, CA",97055611,2022
06067,"Sacramento, CA",99509227,2022
06069,"San Benito, CA",2307877,2022
06071,"San Bernardino, CA",101161244,2022
06073,"San Diego, CA",256907236,2022
06075,"San Francisco, CA",227233465,2022
06077,"San Joaquin, CA",33218277,2022
06079,"San Luis Obispo, CA",18050829,2022
06081,"San Mateo, CA",165505840,2022
06083,"Santa Barbara, CA",31796810,2022
06085,"Santa Clara, CA",368006717,2022
06087,"Santa Cruz, CA",16336594,2022
06089,"Shasta, CA",8224773,2022
06091,"Sierra, CA",101311,2022
06093,"Siskiyou, CA",1684807,2022
06095,"Solano, CA",28444688,2022
06097,"Sonoma, CA",30693593,2022
06099,"Stanislaus, CA",23622830,2022
06101,"Sutter, CA",3960066,2022
06103,"Tehama, CA",1975809,2022
06105,"Trinity, CA",369370,2022
06107,"Tulare, CA",18226908,2022
06109,"Tuolumne, CA",2375246,2022
06111,"Ventura, CA",52823407,2022
06113,"Yolo, CA",15680986,2022
06115,"Yuba, CA",3178188,2022
08001,"Adams, CO*",31001079,2022
08003,"Alamosa, CO",699423,2022
08005,"Arapahoe, CO",52680392,2022
08007,"Archuleta, CO",557426,2022
08009,"Baca, CO",162784,2022
08011,"Bent, CO",119318,2022
08013,"Boulder, CO*",32341073,2022
08014,"Broomfield, CO*",9937080,2022
08015,"Chaffee, CO",906973,2022
08017,"Cheyenne, CO",263275,2022
08019,"Clear Creek, CO",472597,2022
08021,"Conejos, CO",172127,2022
08023,"Costilla, CO",79274,2022
08025,"Crowley, CO",98157,2022
08027,"Custer, CO",160187,2022
08029,"Delta, CO",909254,2022
08031,"Denver, CO",96919383,2022
08033,"Dolores, CO",103333,2022
08035,"Douglas, CO",23534017,2022
08037,"Eagle, CO",4927871,2022
08039,"Elbert, CO",698200,2022
08041,"El Paso, CO",41050360,2022
08043,"Fremont, CO",1508434,2022
08045,"Garfield, CO",3670493,2022
08047,"Gilpin, CO",712885,2022
08049,"Grand, CO",1087974,2022
08051,"Gunnison, CO",1208500,2022
08053,"Hinsdale, CO",42582,2022
08055,"Huerfano, CO",223206,2022
08057,"Jackson, CO",101594,2022
08059,"Jefferson, CO*",35722129,2022
08061,"Kiowa, CO",73123,2022
08063,"Kit Carson, CO",467581,2022
08065,"Lake, CO",338827,2022
08067,"La Plata, CO",3142491,2022
08069,"Larimer, CO",22430362,2022
08071,"Las Animas, CO",500727,2022
08073,"Lincoln, CO",378223,2022
08075,"Logan, CO",1044025,2022
08077,"Mesa, CO",7236011,2022
08079,"Mineral, CO",73492,2022
08081,"Moffat, CO",1060541,2022
08083,"Montezuma, CO",1276694,2022
08085,"Montrose, CO",1759783,2022
08087,"Morgan, CO",1496526,2022
08089,"Otero, CO",546356,2022
08091,"Ouray, CO",240429,2022
08093,"Park, CO",445919,2022
08095,"Phillips, CO",227751,2022
08097,"Pitkin, CO",2785120,2022
08099,"Prowers, CO",464745,2022
08101,"Pueblo, CO",6491018,2022
08103,"Rio Blanco, CO",496731,2022
08105,"Rio Grande, CO",414623,2022
08107,"Routt, CO",2250872,2022
08109,"Saguache, CO",161953,2022
08111,"San Juan, CO",41250,2022
08113,"San Miguel, CO",850814,2022
08115,"Sedgwick, CO",91019,2022
08117,"Summit, CO",3067876,2022
08119,"Teller, CO",952227,2022
08121,"Washington, CO",202408,2022
08123,"Weld, CO*",19472810,2022
08125,"Yuma, CO",428949,2022
09001,"Fairfield, CT*",92939780,2022
09003,"Hartford, CT*",85758198,2022
09005,"Litchfield, CT*",8887970,2022
09007,"Middlesex, CT*",10081202,2022
09009,"New Haven, CT*",51890170,2022
09011,"New London, CT*",19521255,2022
09013,"Tolland, CT*",5369121,2022
09015,"Windham, CT*",4904983,2022
09110,"Capitol, CT*",(NA),2022
09120,"Greater Bridgeport, CT*",(NA),2022
09130,"Lower Connecticut River Valley, CT*",(NA),2022
09140,"Naugatuck Valley, CT*",(NA),2022
09150,"Northeastern Connecticut, CT*",(NA),2022
09160,"Northwest Hills, CT*",(NA),2022
09170,"South Central Connecticut, CT*",(NA),2022
09180,"Southeastern Connecticut, CT*",(NA),2022
09190,"Western Connecticut, CT*",(NA),2022
10001,"Kent, DE",8652805,2022
10003,"New Castle, DE",56638956,2022
10005,"Sussex, DE",15826363,2022
11001,"District of Columbia, DC",143050800,2022
12001,"Alachua, FL",15670816,2022
12003,"Baker, FL",740598,2022
12005,"Bay, FL",9812473,2022
12007,"Bradford, FL",670870,2022
12009,"Brevard, FL",31676923,2022
12011,"Broward, FL",127700081,2022
12013,"Calhoun, FL",308998,2022
12015,"Charlotte, FL",6512049,2022
12017,"Citrus, FL",4902954,2022
12019,"Clay, FL",6255327,2022
12021,"Collier, FL",24257787,2022
12023,"Columbia, FL",2454901,2022
12027,"DeSoto, FL",1010093,2022
12029,"Dixie, FL",284477,2022
12031,"Duval, FL",77538844,2022
12033,"Escambia, FL",17684412,2022
12035,"Flagler, FL",3693575,2022
12037,"Franklin, FL",390445,2022
12039,"Gadsden, FL",1238886,2022
12041,"Gilchrist, FL",394688,2022
12043,"Glades, FL",329681,2022
12045,"Gulf, FL",476244,2022
12047,"Hamilton, FL",556112,2022
12049,"Hardee, FL",1231577,2022
12051,"Hendry, FL",1380018,2022
12053,"Hernando, FL",5088877,2022
12055,"Highlands, FL",2704876,2022
12057,"Hillsborough, FL",111012380,2022
12059,"Holmes, FL",411708,2022
12061,"Indian River, FL",7452882,2022
12063,"Jackson, FL",1369069,2022
12065,"Jefferson, FL",274490,2022
12067,"Lafayette, FL",172511,2022
12069,"Lake, FL",11988782,2022
12071,"Lee, FL",38894720,2022
12073,"Leon, FL",17144729,2022
12075,"Levy, FL",985417,2022
12077,"Liberty, FL",263289,2022
12079,"Madison, FL",477827,2022
12081,"Manatee, FL",18164121,2022
12083,"Marion, FL",12089342,2022
12085,"Martin, FL",9116934,2022
12086,"Miami-Dade, FL",187545719,2022
12087,"Monroe, FL",5879934,2022
12089,"Nassau, FL",3518298,2022
12091,"Okaloosa, FL",14458107,2022
12093,"Okeechobee, FL",1873785,2022
12095,"Orange, FL",116081626,2022
12097,"Osceola, FL",13744817,2022
12099,"Palm Beach, FL",102539990,2022
12101,"Pasco, FL",16682891,2022
12103,"Pinellas, FL",58605293,2022
12105,"Polk, FL",31529236,2022
12107,"Putnam, FL",2280284,2022
12109,"St. Johns, FL",12810497,2022
12111,"St. Lucie, FL",11773469,2022
12113,"Santa Rosa, FL",5625514,2022
12115,"Sarasota, FL",25555591,2022
12117,"Seminole, FL",26183240,2022
12119,"Sumter, FL",5085265,2022
12121,"Suwannee, FL",1373208,2022
12123,"Taylor, FL",700390,2022
12125,"Union, FL",363086,2022
12127,"Volusia, FL",21194611,2022
12129,"Wakulla, FL",851603,2022
12131,"Walton, FL",4395861,2022
12133,"Washington, FL",646887,2022
13001,"Appling, GA",1704888,2022
13003,"Atkinson, GA",246469,2022
13005,"Bacon, GA",384752,2022
13007,"Baker, GA",67317,2022
13009,"Baldwin, GA",1432028,2022
13011,"Banks, GA",495522,2022
13013,"Barrow, GA",2724039,2022
13015,"Bartow, GA",5514455,2022
13017,"Ben Hill, GA",575508,2022
13019,"Berrien, GA",435797,2022
13021,"Bibb, GA",8680136,2022
13023,"Bleckley, GA",221320,2022
13025,"Brantley, GA",294947,2022
13027,"Brooks, GA",489676,2022
13029,"Bryan, GA",1358139,2022
13031,"Bulloch, GA",2747066,2022
13033,"Burke, GA",2815223,2022
13035,"Butts, GA",771944,2022
13037,"Calhoun, GA",106695,2022
13039,"Camden, GA",1955499,2022
13043,"Candler, GA",280894,2022
13045,"Carroll, GA",5988570,2022
13047,"Catoosa, GA",1788959,2022
13049,"Charlton, GA",214358,2022
13051,"Chatham, GA",21168510,2022
13053,"Chattahoochee, GA",1650206,2022
13055,"Chattooga, GA",555791,2022
13057,"Cherokee, GA",9120196,2022
13059,"Clarke, GA",8071920,2022
13061,"Clay, GA",72844,2022
13063,"Clayton, GA",18558691,2022
13065,"Clinch, GA",222214,2022
13067,"Cobb, GA",63393358,2022
13069,"Coffee, GA",1694431,2022
13071,"Colquitt, GA",1517543,2022
13073,"Columbia, GA",4599618,2022
13075,"Cook, GA",409859,2022
13077,"Coweta, GA",5507251,2022
13079,"Crawford, GA",154946,2022
13081,"Crisp, GA",999075,2022
13083,"Dade, GA",451597,2022
13085,"Dawson, GA",1021479,2022
13087,"Decatur, GA",1033325,2022
13089,"DeKalb, GA",45115891,2022
13091,"Dodge, GA",410907,2022
13093,"Dooly, GA",363612,2022
13095,"Dougherty, GA",4841385,2022
13097,"Douglas, GA",5578283,2022
13099,"Early, GA",518205,2022
13101,"Echols, GA",40646,2022
13103,"Effingham, GA",2225294,2022
13105,"Elbert, GA",689465,2022
13107,"Emanuel, GA",717349,2022
13109,"Evans, GA",396095,2022
13111,"Fannin, GA",903581,2022
13113,"Fayette, GA",5980128,2022
13115,"Floyd, GA",4271253,2022
13117,"Forsyth, GA",11694644,2022
13119,"Franklin, GA",1099449,2022
13121,"Fulton, GA",199420680,2022
13123,"Gilmer, GA",1025056,2022
13125,"Glascock, GA",31372,2022
13127,"Glynn, GA",4507340,2022
13129,"Gordon, GA",2530863,2022
13131,"Grady, GA",659711,2022
13133,"Greene, GA",880357,2022
13135,"Gwinnett, GA",54197245,2022
13137,"Habersham, GA",1502646,2022
13139,"Hall, GA",13189961,2022
13141,"Hancock, GA",154235,2022
13143,"Haralson, GA",1027911,2022
13145,"Harris, GA",596147,2022
13147,"Hart, GA",922143,2022
13149,"Heard, GA",1347083,2022
13151,"Henry, GA",7943709,2022
13153,"Houston, GA",7544634,2022
13155,"Irwin, GA",218135,2022
13157,"Jackson, GA",4729732,2022
13159,"Jasper, GA",295934,2022
13161,"Jeff Davis, GA",455307,2022
13163,"Jefferson, GA",519243,2022
13165,"Jenkins, GA",146351,2022
13167,"Johnson, GA",122570,2022
13169,"Jones, GA",441822,2022
13171,"Lamar, GA",463728,2022
13173,"Lanier, GA",132824,2022
13175,"Laurens, GA",1888450,2022
13177,"Lee, GA",767189,2022
13179,"Liberty, GA",3909847,2022
13181,"Lincoln, GA",134769,2022
13183,"Long, GA",204910,2022
13185,"Lowndes, GA",5275378,2022
13187,"Lumpkin, GA",969391,2022
13189,"McDuffie, GA",667110,2022
13191,"McIntosh, GA",231215,2022
13193,"Macon, GA",463771,2022
13195,"Madison, GA",640693,2022
13197,"Marion, GA",111626,2022
13199,"Meriwether, GA",625485,2022
13201,"Miller, GA",197194,2022
13205,"Mitchell, GA",759353,2022
13207,"Monroe, GA",1397240,2022
13209,"Montgomery, GA",141754,2022
13211,"Morgan, GA",1092075,2022
13213,"Murray, GA",1429363,2022
13215,"Muscogee, GA",10415936,2022
13217,"Newton, GA",3121984,2022
13219,"Oconee, GA",1871284,2022
13221,"Oglethorpe, GA",360046,2022
13223,"Paulding, GA",3540522,2022
13225,"Peach, GA",958045,2022
13227,"Pickens, GA",1119956,2022
13229,"Pierce, GA",455763,2022
13231,"Pike, GA",367207,2022
13233,"Polk, GA",1334618,2022
13235,"Pulaski, GA",270890,2022
13237,"Putnam, GA",608389,2022
13239,"Quitman, GA",32071,2022
13241,"Rabun, GA",608979,2022
13243,"Randolph, GA",184250,2022
13245,"Richmond, GA",13004710,2022
13247,"Rockdale, GA",4453918,2022
13249,"Schley, GA",110735,2022
13251,"Screven, GA",306191,2022
13253,"Seminole, GA",282349,2022
13255,"Spalding, GA",2279094,2022
13257,"Stephens, GA",1086706,2022
13259,"Stewart, GA",154160,2022
13261,"Sumter, GA",1049532,2022
13263,"Talbot, GA",151448,2022
13265,"Taliaferro, GA",34136,2022
13267,"Tattnall, GA",625441,2022
13269,"Taylor, GA",206766,2022
13271,"Telfair, GA",284280,2022
13273,"Terrell, GA",226926,2022
13275,"Thomas, GA",2339296,2022
13277,"Tift, GA",2036974,2022
13279,"Toombs, GA",1017922,2022
13281,"Towns, GA",407627,2022
13283,"Treutlen, GA",101099,2022
13285,"Troup, GA",3910736,2022
13287,"Turner, GA",197692,2022
13289,"Twiggs, GA",254078,2022
13291,"Union, GA",900030,2022
13293,"Upson, GA",701216,2022
13295,"Walker, GA",1665032,2022
13297,"Walton, GA",2991885,2022
13299,"Ware, GA",1385680,2022
13301,"Warren, GA",155498,2022
13303,"Washington, GA",694060,2022
13305,"Wayne, GA",1080498,2022
13307,"Webster, GA",57822,2022
13309,"Wheeler, GA",111131,2022
13311,"White, GA",970493,2022
13313,"Whitfield, GA",5994953,2022
13315,"Wilcox, GA",150662,2022
13317,"Wilkes, GA",346009,2022
13319,"Wilkinson, GA",593518,2022
13321,"Worth, GA",320008,2022
15001,"Hawaii, HI",8668568,2022
15003,"Honolulu, HI",64868194,2022
15007,"Kauai, HI",4078528,2022
15901,"Maui + Kalawao, HI*",9867206,2022
16001,"Ada, ID",33350954,2022
16003,"Adams, ID",137730,2022
16005,"Bannock, ID",3182497,2022
16007,"Bear Lake, ID",201521,2022
16009,"Benewah, ID",378066,2022
16011,"Bingham, ID",1702069,2022
16013,"Blaine, ID",1850233,2022
16015,"Boise, ID",176909,2022
16017,"Bonner, ID",1872339,2022
16019,"Bonneville, ID",6746630,2022
16021,"Boundary, ID",425048,2022
16023,"Butte, ID",1402792,2022
16025,"Camas, ID",85397,2022
16027,"Canyon, ID",8335057,2022
16029,"Caribou, ID",815512,2022
16031,"Cassia, ID",1544322,2022
16033,"Clark, ID",48543,2022
16035,"Clearwater, ID",388242,2022
16037,"Custer, ID",172442,2022
16039,"Elmore, ID",1299747,2022
16041,"Franklin, ID",449666,2022
16043,"Fremont (includes Yellowstone Park), ID",432354,2022
16045,"Gem, ID",467464,2022
16047,"Gooding, ID",1141298,2022
16049,"Idaho, ID",474678,2022
16051,"Jefferson, ID",1036041,2022
16053,"Jerome, ID",1310125,2022
16055,"Kootenai, ID",7986847,2022
16057,"Latah, ID",1607491,2022
16059,"Lemhi, ID",284204,2022
16061,"Lewis, ID",171119,2022
16063,"Lincoln, ID",258440,2022
16065,"Madison, ID",1539367,2022
16067,"Minidoka, ID",992677,2022
16069,"Nez Perce, ID",2202681,2022
16071,"Oneida, ID",138287,2022
16073,"Owyhee, ID",412207,2022
16075,"Payette, ID",871249,2022
16077,"Power, ID",468171,2022
16079,"Shoshone, ID",595866,2022
16081,"Teton, ID",476275,2022
16083,"Twin Falls, ID",4373223,2022
16085,"Valley, ID",578078,2022
16087,"Washington, ID",458146,2022
17001,"Adams, IL",3568532,2022
17003,"Alexander, IL",132517,2022
17005,"Bond, IL",589501,2022
17007,"Boone, IL",1686320,2022
17009,"Brown, IL",436230,2022
17011,"Bureau, IL",1232481,2022
17013,"Calhoun, IL",95499,2022
17015,"Carroll, IL",582948,2022
17017,"Cass, IL",679599,2022
17019,"Champaign, IL",11646384,2022
17021,"Christian, IL",1528038,2022
17023,"Clark, IL",527154,2022
17025,"Clay, IL",602729,2022
17027,"Clinton, IL",1128768,2022
17029,"Coles, IL",2594126,2022
17031,"Cook, IL",420680170,2022
17033,"Crawford, IL",1055573,2022
17035,"Cumberland, IL",817581,2022
17037,"DeKalb, IL",4220572,2022
17039,"De Witt, IL",1241323,2022
17041,"Douglas, IL",1135088,2022
17043,"DuPage, IL",98658453,2022
17045,"Edgar, IL",903078,2022
17047,"Edwards, IL",291105,2022
17049,"Effingham, IL",2200237,2022
17051,"Fayette, IL",579917,2022
17053,"Ford, IL",803806,2022
17055,"Franklin, IL",951222,2022
17057,"Fulton, IL",854525,2022
17059,"Gallatin, IL",149754,2022
17061,"Greene, IL",329727,2022
17063,"Grundy, IL",4097428,2022
17065,"Hamilton, IL",312436,2022
17067,"Hancock, IL",599166,2022
17069,"Hardin, IL",94972,2022
17071,"Henderson, IL",183215,2022
17073,"Henry, IL",1542322,2022
17075,"Iroquois, IL",1030409,2022
17077,"Jackson, IL",2595387,2022
17079,"Jasper, IL",487582,2022
17081,"Jefferson, IL",1794716,2022
17083,"Jersey, IL",524035,2022
17085,"Jo Daviess, IL",841641,2022
17087,"Johnson, IL",228003,2022
17089,"Kane, IL",27886810,2022
17091,"Kankakee, IL",6529467,2022
17093,"Kendall, IL",3785452,2022
17095,"Knox, IL",1749049,2022
17097,"Lake, IL",63608569,2022
17099,"LaSalle, IL",5845654,2022
17101,"Lawrence, IL",519418,2022
17103,"Lee, IL",1573500,2022
17105,"Livingston, IL",2153655,2022
17107,"Logan, IL",1067947,2022
17109,"McDonough, IL",1098490,2022
17111,"McHenry, IL",11842228,2022
17113,"McLean, IL",13026839,2022
17115,"Macon, IL",6856620,2022
17117,"Macoupin, IL",1160475,2022
17119,"Madison, IL",11739444,2022
17121,"Marion, IL",1326202,2022
17123,"Marshall, IL",439849,2022
17125,"Mason, IL",454090,2022
17127,"Massac, IL",582649,2022
17129,"Menard, IL",251865,2022
17131,"Mercer, IL",431751,2022
17133,"Monroe, IL",992254,2022
17135,"Montgomery, IL",1171584,2022
17137,"Morgan, IL",1506354,2022
17139,"Moultrie, IL",793017,2022
17141,"Ogle, IL",2906194,2022
17143,"Peoria, IL",13187992,2022
17145,"Perry, IL",615242,2022
17147,"Piatt, IL",511465,2022
17149,"Pike, IL",567631,2022
17151,"Pope, IL",58518,2022
17153,"Pulaski, IL",152825,2022
17155,"Putnam, IL",288763,2022
17157,"Randolph, IL",1477016,2022
17159,"Richland, IL",585581,2022
17161,"Rock Island, IL",9999082,2022
17163,"St. Clair, IL",12327107,2022
17165,"Saline, IL",783424,2022
17167,"Sangamon, IL",11791418,2022
17169,"Schuyler, IL",234365,2022
17171,"Scott, IL",154285,2022
17173,"Shelby, IL",774428,2022
17175,"Stark, IL",253512,2022
17177,"Stephenson, IL",1850189,2022
17179,"Tazewell, IL",5955391,2022
17181,"Union, IL",390522,2022
17183,"Vermilion, IL",3259279,2022
17185,"Wabash, IL",325550,2022
17187,"Warren, IL",838635,2022
17189,"Washington, IL",1067746,2022
17191,"Wayne, IL",470834,2022
17193,"White, IL",485286,2022
17195,"Whiteside, IL",2150219,2022
17197,"Will, IL",36560449,2022
17199,"Williamson, IL",2990557,2022
17201,"Winnebago, IL",14166779,2022
17203,"Woodford, IL",1240267,2022
18001,"Adams, IN",1827702,2022
18003,"Allen, IN",22280803,2022
18005,"Bartholomew, IN",6692863,2022
18007,"Benton, IN",487038,2022
18009,"Blackford, IN",332414,2022
18011,"Boone, IN",4209508,2022
18013,"Brown, IN",301725,2022
18015,"Carroll, IN",718255,2022
18017,"Cass, IN",1498783,2022
18019,"Clark, IN",5833043,2022
18021,"Clay, IN",847573,2022
18023,"Clinton, IN",1539568,2022
18025,"Crawford, IN",190441,2022
18027,"Daviess, IN",1513982,2022
18029,"Dearborn, IN",1780998,2022
18031,"Decatur, IN",1645266,2022
18033,"DeKalb, IN",2735708,2022
18035,"Delaware, IN",4267409,2022
18037,"Dubois, IN",2849947,2022
18039,"Elkhart, IN",19835710,2022
18041,"Fayette, IN",548049,2022
18043,"Floyd, IN",3108683,2022
18045,"Fountain, IN",539553,2022
